ID,CompanyFK,Score,Explanation,RecordedOn,RuleVersion
1964,23249,70.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
1965,23319,36,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1966,23342,71.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-11-17 23:00:02.117,1
1967,23418,50.5,"Upload an overview image; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1968,23435,44,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1969,23455,80.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
1970,23527,79.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
1971,23621,46.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1972,23750,70.5,"Add more gallery images; Add more additional links; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1973,23759,72,"Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1974,23770,49.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1975,23815,62.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
1976,23883,65.25,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
1977,23923,65,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1978,24007,40.5,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1979,24034,49.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1980,24125,31,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1981,24127,69,"Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1982,24143,55.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1983,24162,73.5,"Upload more product catalogues; Add more gallery images; Add a tagline; ",2017-11-17 23:00:02.117,1
1984,24283,86.25,"Upload more product catalogues; ",2017-11-17 23:00:02.117,1
1985,24292,82.5,"Add more gallery images; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1986,24338,69.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-11-17 23:00:02.117,1
1987,24385,75.5,"Add more gallery images; Add more additional contacts; ",2017-11-17 23:00:02.117,1
1988,24418,58,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1989,24419,67.5,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1990,24461,55.75,"Upload more product catalogues; Add more gallery images; Add more case studies; ",2017-11-17 23:00:02.117,1
1991,24468,65,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1992,24507,52.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1993,24610,70.5,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1994,24659,78.5,"Upload more product catalogues; Add more gallery images; Add more case studies; ",2017-11-17 23:00:02.117,1
1995,24761,75,"Upload more product catalogues; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1996,24792,68,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1997,24794,37.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1998,24798,48.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
1999,24911,33.5,"Enter a description; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2000,24923,56,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2001,24989,59.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2002,25062,69.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-11-17 23:00:02.117,1
2003,25065,58,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-11-17 23:00:02.117,1
2004,25069,62,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2005,25189,70,"Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2006,25294,73,"Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2007,25333,58.75,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2008,25432,26.5,"Enter a description; Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2009,25441,58.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2010,25471,87.5,"Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2011,25557,52,"Upload an overview image; Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2012,25642,65.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-11-17 23:00:02.117,1
2013,25770,85,"Upload more product catalogues; Add a tagline; ",2017-11-17 23:00:02.117,1
2014,25958,70.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2015,26017,69,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2016,26114,57.125,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2017,26203,66,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2018,26229,38.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2019,26245,46,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2020,26246,43.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2021,26247,34.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2022,26248,42.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2023,26279,76,"Add more additional links; Add more case studies; ",2017-11-17 23:00:02.117,1
2024,26393,68.3571428571429,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2025,26436,40,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2026,26446,59.75,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2027,26465,60.75,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2028,26501,80.5,"Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2029,26676,81,"Add more case studies; ",2017-11-17 23:00:02.117,1
2030,26710,64.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2031,26733,86.25,"Upload more product catalogues; Add more gallery images; ",2017-11-17 23:00:02.117,1
2032,26746,69,"Add more gallery images; Add more additional links; Add more case studies; ",2017-11-17 23:00:02.117,1
2033,26752,65.25,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2034,26758,85,"Add more gallery images; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2035,26886,37,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2036,26890,56,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2037,26897,41,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2038,26919,47,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-11-17 23:00:02.117,1
2039,26920,53.25,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2040,26922,48.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2041,26923,55.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2042,26965,89.25,"Upload more product catalogues; ",2017-11-17 23:00:02.117,1
2043,27033,58.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2044,27063,36.75,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2045,27079,45.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2046,27098,58.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2047,27127,61.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2048,27157,76,"Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2049,27165,70.75,"Upload more product catalogues; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2050,27168,51,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2051,27169,58.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2052,27199,31,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2053,27201,72.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2054,27221,74.5,"Upload more product catalogues; Add more additional links; Add a tagline; ",2017-11-17 23:00:02.117,1
2055,27226,39,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2056,27265,63,"Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2057,27268,39,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2058,27276,71.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2059,27351,72.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2060,27409,59,"Upload more product catalogues; Add more gallery images; Add more case studies; Add a tagline; ",2017-11-17 23:00:02.117,1
2061,27417,74.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2062,27447,41,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2063,27450,64,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2064,27470,69.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2065,27478,62,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2066,27492,55.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2067,27503,18.25,"Enter a description; Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2068,27519,52.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2069,27526,53.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2070,27565,64,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-11-17 23:00:02.117,1
2071,27578,61.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2072,27592,46.5,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2073,27622,72.75,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2074,27647,43,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2075,27674,65.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-11-17 23:00:02.117,1
2076,27676,50.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2077,27686,68,"Add more gallery images; Add more additional links; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2078,27687,62.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2079,27688,45,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2080,27689,26,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2081,27695,36.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2082,27698,75.25,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2083,27705,70,"Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2084,27710,46.25,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2085,27722,36.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2086,27726,62,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2087,27727,44,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2088,27739,35,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2089,27775,63.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2090,27779,70.5,"Add more gallery images; Add more additional links; Add more case studies; ",2017-11-17 23:00:02.117,1
2091,27780,54.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2092,27787,57.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2093,27790,60,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2094,27792,72.5,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2095,27800,70,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2096,27804,51.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2097,27807,50.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2098,27808,55,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2099,27813,43,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-11-17 23:00:02.117,1
2100,27817,42,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2101,27819,59,"Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-11-17 23:00:02.117,1
2102,27821,56.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2103,27824,80,"Add more case studies; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2104,27873,50,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2105,27879,40.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2106,27887,80.5,"Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2107,27892,54.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2108,27894,31.75,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2109,27896,50.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-11-17 23:00:02.117,1
2110,27897,45.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2111,27901,81,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2112,27911,36.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2113,27912,57.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2114,27916,48.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2115,27922,20,"Enter a description; Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2116,27924,55.75,"Upload more product catalogues; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2117,27925,52.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2118,27926,27.5,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2119,27933,46.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; ",2017-11-17 23:00:02.117,1
2120,27935,52.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2121,27940,42.5,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2122,27942,43.5,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2123,27945,79.25,"Upload more product catalogues; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2124,27947,39,"Enter a description; Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2125,27949,33,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2126,27950,73.75,"Upload more product catalogues; Add more additional links; Add more case studies; ",2017-11-17 23:00:02.117,1
2127,27952,42,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-11-17 23:00:02.117,1
2128,27953,38.5,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2129,27961,64.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2130,27984,67.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2131,27989,94,"Add more case studies; ",2017-11-17 23:00:02.117,1
2132,27990,43.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2133,27997,63,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2134,27998,57.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2135,28003,67,"Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2136,28006,36.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2137,28010,48,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2138,28016,68.25,"Upload more product catalogues; Add more gallery images; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2139,28018,88,"Add a tagline; ",2017-11-17 23:00:02.117,1
2140,28020,67.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2141,28023,59,"Upload more product catalogues; Add more gallery images; Add more case studies; ",2017-11-17 23:00:02.117,1
2142,28026,52.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2143,28027,41,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2144,28028,44.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; ",2017-11-17 23:00:02.117,1
2145,28029,38.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2146,28030,55.5,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2147,28033,39.75,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2148,28034,58.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; ",2017-11-17 23:00:02.117,1
2149,28035,55.25,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; ",2017-11-17 23:00:02.117,1
2150,28037,75.5,"Upload more product catalogues; Add more case studies; ",2017-11-17 23:00:02.117,1
2151,28039,40,"Upload an overview image; Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2152,28043,57.75,"Upload more product catalogues; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2153,28049,50,"Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a tagline; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2154,28050,47,"Upload more product catalogues; Add more gallery images; Add more additional links; Add more case studies; Add more additional contacts; Add a twitter handle; ",2017-11-17 23:00:02.117,1
2155,28051,62.5,"Add more gallery images; Add more additional links; Add more case studies; Add a twitter handle; ",2017-11-17 23:00:02.117,1
